Title,Link,Summary
Моделируем работу ПЛИС красиво,https://habr.com/ru/articles/850326/,"Настройка визуального представления сигналов при моделировании в среде ModelSim (часть 1)Добрый день читателям Хабра! Меня зовут Алексей, я занимаюсь работой с ПЛИС (FPGA) уже более 15 лет. Хабр читаю давно, но статьи здесь никогда не писал. В общем решил попробовать. Не знаю, насколько на Хабре интересны темы, связанные с ПЛИС? Но всё же, вдруг кому-то эта небольшая статья будет полезна."
Как создать 3D-игру в Scratch с нуля — туториал для детей,https://habr.com/ru/companies/pixel_study/articles/850324/,"В этом уроке мы научимся разрабатывать собственную 3Д-игру в Scratch — визуальной среде программирования для детей и начинающих разработчиков. Здесь создание скрипта происходит путем перетаскивания разноцветных блоков-команд. Яркая визуализация вовлекает детей в обучение и позволяет наглядно увидеть результаты работы — созданную игру или мультфильм.Несмотря на то, что Scratch — это программа для создания 2Д-игр, мы можем реализовать в ней трехмерную игру, если будем соблюдать определенные правила, о них мы и расскажем в этом материале. Туториал предназначен для детей от 8-9 лет и старше."
"Блочное программирование для детей: среды, языки и уроки",https://habr.com/ru/companies/pixel_study/articles/850322/,"В этом материалы мы разберем примеры самых популярных сред визуального программирования для детей, поделимся их плюсами и расскажем, в каком возрасте стоит начинать обучение.Визуально-блочные среды программирования – отличные инструменты для погружения детей в основы и базовые принципы написания кода. Особенность на примере знакомого многим Scratch – использование блоков, с помощью которых можно создавать простые визуальные программы. Направление подойдет даже дошкольникам и младшим школьникам, о чем мы и хотим рассказать на примере ряда развивающих сред и образовательных инструментов в виде условных конструкторов."
Приключение пакетишки,https://habr.com/ru/articles/850320/,"Каждый вечер, когда солнце прячется за верхушки сосен, на небе зажигаются звезды, а где-то в лесу неподалеку начинает ухать сова, которую мы уже два месяца не можем поймать, чтобы сварить из нее суп, - так вот: каждый раз, когда на нашу свалку опускается темнота, вся детвора собирается вокруг ржавого чайника в пустой нефтяной цистерне на западной окраине, чтобы попить кипятка, съесть по кусочку сахара и послушать сказку на ночь."
Абьюз в среднем менеджменте: реальность или выдумка?,https://habr.com/ru/articles/850316/,"Хотелось бы уйти от классики, но...В условиях кризиса классовая борьба, как в любой социальной системе, становится особенно актуальной. Она проявилась остро и в корпоративной среде.  Когда требуется «затянуть гайки», повысить производительность или отчётность, а когда сама позиция среднего менеджера может быть поставлена ​​под сомнение, управленцы обычно прибегают к манипуляциям и деструктивным формам власти.  В такие времена ""ценные"" сотрудники, отправляются в «мясные штурмы» корпоративной войны."
"У меня был план, и я его НЕ придерживался",https://habr.com/ru/articles/850312/,"Как я работая на удаленке прокачал бег за сезон и пробежал полумарафон «Моя столица». Спасибо беговому сообществу - самому дружелюбному сообществу ;)Это был мой первый официальный полумарафон в этом году и я немного волновался. Очень хотел пробежать 21,1 км быстрее 2-х часов. То есть с темпом примерно 5:30 на километр. Для спортсменов это конечно не цель, но тем мне и нравится бег, что соревнуешься с собой вчерашним. Но перед стартом, возникли две проблемы:"
Изучение различных видов сортировок,https://habr.com/ru/articles/850302/,"Цель данной лабораторной работы – посмотреть на алгоритмы с различной асимптотикой, научиться анализировать время работы алгоритмов и включать разные степени оптимизации."
Удивительная недоказанная математическая гипотеза об одиноком бегуне,https://habr.com/ru/articles/849802/,"Математики — удивительные люди. Они обожают неразрешимые проблемы и недоказуемые гипотезы. Их хлебом не корми, дай только придумать какую-нибудь заковыристую задачу и дать ей какое-нибудь удивительное название. И ладно бы, если эти задачи были просто абстрактными упражнениям для ума. Но ведь как-то так получается, что многие из них имеют принципиальное значение для развития науки. Как заклинившая гайка — пока не открутишь, дальше не попадёшь.Вот и гипотеза об одиноком бегуне оказалась одной из таких задач..."
"Сервис за выходные, или обзор AI-инструментов для создания продукта",https://habr.com/ru/articles/850300/,"Сейчас пытаются автоматизировать с помощью ИИ вообще все: от программистов до консультантов, и врачей. Количество стартапов и сервисов для этого становится больше год к году. Насколько эти инструменты хороши и можно ли уже отказаться от продуктовой команды, заменив ее на пару сервисов за 20$ в месяц? Давайте попробуем!"
Node.js-бот для Телеграм: CRUD-L через аргументы команд,https://habr.com/ru/articles/850294/,"Я продолжаю описывать собственное погружение в мир телеграм-ботов, начатое в предыдущей публикации. Тогда я создал простого бота на Node.js с тремя стандартными командами (/start, /help, /settings) с использованием библиотеки grammY, который мог работать в режимах long polling и webhook. В этот раз я разработал бота, который манипулирует данными в базе по шаблону CRUD + List (CRUDL) с помощью аргументов команд. Из-за своей простоты, граничащей с примитивностью, это решение не подходит для коммерческих проектов, но может быть полезным в персональных проектах."
Альтернативный список заблокированных в РФ ресурсов Re:filter,https://habr.com/ru/articles/850292/,"В этой статье я хочу описать работу над проектом альтернативного списка заблокированных адресов Re:filter: проблему с которой я столкнулся будучи пользователем существующих списков заблокированных ресурсов, шаги к решению и полезные на практике результаты этой работы.Получилось реализовать в достаточно компактные списки доменов и адресов, которые не перегрузят среднестатистическое устройство, но при этом список будут разделять заблокированные ресурсы и не позволят, например, пускать через VPN трафик на незаблокированные ресурсы, а значит не нарушат работу сервисов, онлайн игр и т.д. непредсказуемым образом"
SysMocap — очень простой захват движений в 3D с помощью вебкамеры. Как сделать из себя втубера?,https://habr.com/ru/companies/ruvds/articles/846320/,"Большое слово — Mocap
Большинство знает о mocap (захвате движений) из киноиндустрии: чёрный костюм с множеством точек на теле. Однако технологии не стоят на месте, и уже сейчас в домашних условиях для создания развлекательного контента достаточно одной веб-камеры, чтобы полностью захватить движения и преобразовать их в ваш аватар в режиме реального времени. Отличным примером такой технологии является SysMocap. Программа бесплатна, имеет открытый исходный код, работает в реальном времени и не требует предварительной настройки. В данной статье я рассмотрю SysMocap и несколько его аналогов, использующих формат технологии VRM."
Лоттократия лучше демократии! Статья о криптографических выборах,https://habr.com/ru/articles/850274/,"Тайное голосование с применением однотипных бюллетеней впервые появилось в Австралии в 1856 году. Насколько хорошо эта система была спроектирована? Если бы вы замыслили в наши дни создать систему выборов, защищённую от мошенничества и фальсификаций, получилось бы у вас то же самое? На мой взгляд, такая система не соответствует разумным требованиям безопасности и изначально основана на принципах, которые неизбежно приводят к узурпации власти той или иной влиятельной группировкой.В последние десятилетия появились системы сквозного проверяемого голосования, такие как Prêt à Voter, Scantegrity или DRE-ip, в той или иной мере использующие криптографические методы для защиты от фальсификаций. В этой статье я немного расскажу об одной из этих систем, после чего опишу систему случайного голосования с использованием non-malleable time lock puzzles, которая вообще отказывается от того, чтобы предоставлять гражданам осознанно выбирать руководящих лиц государства."
Обзор библиотеки RxPY,https://habr.com/ru/companies/otus/articles/849810/,"Привет, Хабр!Сегодня поговорим о хорошей библиотеке для управления потоками данных в Python – RxPY — реализации Reactive Extensions для нашего любимого языка. В версии 4.0.4 эта библиотека получила ряд улучшений, и сегодня мы разберем её основной функционал."
Язык программирования Julia 1.11: новый релиз и много возможностей. Что добавили разработчики и что изменилось?,https://habr.com/ru/companies/selectel/articles/850276/,"Источник.

Выпущена новая версия языка программирования Julia 1.11, который сочетает высокую производительность с гибкостью динамической типизации, а также предлагает встроенные средства для параллельного программирования. Синтаксис языка схож с MATLAB, включает элементы Ruby и Lisp, а работа со строками напоминает Perl. Проект распространяется под лицензией MIT.В общем, хороший и нужный ЯП, о котором сегодня и поговорим. Подробности – под катом."
Документальный фильм Three Decades of DOOM вышел,https://habr.com/ru/articles/850272/,"Three Decades of DOOM - документальный фильм о DOOM-сообществеEpisode 01 (1994-1996)Но что ещё можно узнать интересного про франшизу, которой более 30 лет?"
Обходим ошибку в системных настройках печати на телефонах RealME,https://habr.com/ru/articles/850270/,"В своей программе я использовал вызов настроек телефона, что приводило к аварийному завершению.  Неприятно, когда ошибку вендора пользователи приписывают тебе."
Locust: проводим нагрузочное тестирование,https://habr.com/ru/companies/otus/articles/848892/,Автоматизация тестирования приложений является важным элементов в обеспечении процессов CI/CD. В этой статье мы поговорим о практическом использовании инструмента с открытым исходным кодом Locust для проведения нагрузочного тестирования приложений.
Мобильная разработка за неделю #559 (7 — 13 октября),https://habr.com/ru/articles/850266/,"В моей новой подборке странное поведение UserDefaults и признание Google Play монополией, анимации космоса и авто-трекинг производительности, роль продуктового дизайнера, как перехватывают зашифрованный HTTP-трафик, новый рекорд приложений с подпиской и многое другое. Подключайтесь!

Подписывайтесь на мой Telegram-канал Mobile Insights, где еще больше материалов для мобильных разработчиков. А в IT Insights — много об интересном коде и технологиях."
Пишем одностраничное приложение с помощью htmx,https://habr.com/ru/companies/ruvds/articles/849854/,"JS-библиотеку htmx воспринимают как средство, которое спасает интернет от одностраничных приложений. Всё дело в том, что React поглотил разработчиков своей сложностью (так говорят), а htmx предлагает столь желанное спасение."
От почтового отделения до тюрьмы: как баг в программе Horizon разрушил жизни тысяч британцев,https://habr.com/ru/companies/finam_broker/articles/849010/,"За последние несколько лет все уже привыкли к новостям о неполадках с IT у крупного бизнеса, многие с ними столкнулись сами. Кто-то обнаружил свои данные утекшими из сервиса доставки, кто-то не мог получить посылку из-за шифровальщика, одолевшего логистического оператора, а кто-то не заказал железнодорожный билет вовремя из-за умершего приложения госкорпорации. Все эти происшествия били по эмоциям, но не имели серьёзных последствий. Так что кажется, будто так обычно и бывает. Однако неполадки в компьютерной системе госкорпорации могут превратить жизни множества людей в настоящий сюжет антиутопии. Как это уже было в истории с британской почтой и софтом Horizon от японской компании Fujitsu: тысячи разрушенных репутаций, 700 обвинительных приговоров и 236 человек, по ошибке отправленных за решетку. Не говоря уже о нескольких суицидах…"
Кондиционер в жарком климате. Как  получить комфортную прохладу в доме и не покрыться плесенью от сырости,https://habr.com/ru/articles/850264/,"Курортная жизнь под кондиционером.Я езжу на пляжно-морской отдых в осенний бархатный сезон: в первой половине сентября в Турцию или в первой половине октября в Египет.Такой выбор времени связан с двумя факторами:1. Меньше людей, так как кончились летние каникулы  у детей и прошёл  сезон августовских отпусков в Европе у взрослых.2. Жара сильно уменьшилась, так что жить в номере можно даже и без кондиционера.Предыдущие 5-6 поездок я действительно в эти периоды практически не включал кондиционер, особенно ночью. Шум от сильно изношенного кондиционера в ночной тишине вообще как-то не очень приятен.Но в последний раз кондиционер работал достаточно прилично, а на улице ночью было достаточно душно, так что по итогу кондиционер отработал непрерывно всю неделю.Так как моя текущая работа- это проектирование систем ОВиК (отопления, вентиляция и кондиционирование), то наблюдение за  климатом в помещении  в зависимости от работы  кондиционера при разных внешних условиях стало для меня неким интеллектуальным развлечением на всю неделю отдыха."
Zynq 7000. HDMI для платы Zynq Mini для baremetal,https://habr.com/ru/companies/timeweb/articles/849032/,"Я давно носил идею проверки HDMI на платах Zynq, и вот наконец-то дошли руки до этого интересного топика. В этой статье я покажу, что вывод изображения через HDMI достаточно прост, но ограничусь только рассмотрением вывода изображения из baremetal-приложений, а вопросы про Linux оставлю для следующей статьи. В первую очередь изучим возможность простого вывода изображения в HDMI из генератора тестовых изображений с использованием Test Pattern Generator в PL-логике, а затем коснёмся применения AXI Video DMA.Всем интересующимся добро пожаловать под кат!"
"Как астероид, убивший динозавров, превратил муравьев в грибных фермеров",https://habr.com/ru/companies/ru_mts/articles/850084/,"Привет, Хабр! Это Виктор Сергеев из команды спецпроектов МТС Диджитал. Сегодня обсудим, как убийца динозавров положил начало грибному фермерству. Примерно 66 млн лет назад гигантский астероид врезался в Землю, вызвав одно из крупнейших массовых вымираний в истории планеты. Это событие стерло с лица Земли не только динозавров, но и около 70% всех видов живых организмов. Парадоксально, но катаклизм дал толчок для развития одной из самых ранних форм сельского хозяйства, которую до сих пор практикуют определенные виды муравьев. Насекомые стали культивировать грибы для пропитания — и этот симбиотический союз между насекомыми и грибами длится уже десятки миллионов лет. Подробнее об этом — под катом."
Почему WiLo (Wi-Fi + LoRa) вызывает сомнения? Как оно работает и есть ли смысл?,https://habr.com/ru/articles/850228/,"Привет, в будни заинтересовала новость о WiLo — экспериментальном протоколе, который должен сочетать в себе плюсы двух протоколов: скорость и доступность установки Wi-Fi и дальность и энергоэффективность LoRa. На словах всё здорово, но по мере чтения меня всё больше одолевали сомнения, особенно меня убивала ""технология эмуляции LoRa через OFDM"" и ""смена частоты"". Причём сразу пошёл читать оригинал, но не сильно помогло.Немного углубился сегодня в две технологии, чтобы правильно разобраться для себя, как всё-таки устроена работа эксперимента. Сейчас в принципе осознал, но это ровно случай ""Инженер сначала делает, потом думает зачем"", вот прям можно в учебные пособия вставлять с комментарием ""как делать НЕ НАДО"". (Не настолько всё плохо, но надо ж мне сделать интригующее вступление.)Начнём по-порядку, чем отличается LoRa? В тотальный обзор не будем уходить, нам сейчас достаточно двух моментов:"
Транснациональная Мегакорпорация Будущего,https://habr.com/ru/articles/850254/,"Корпорация «Вейланд-Ютани» (англ. Weyland-Yutani Corporation) — крупный британско-японский многонациональный конгломерат. Он был основан в 2099 году в результате слияния компаний «Вейланд Корп» и Корпорация «Ютани». «Вейланд-Ютани» была в первую очередь поставщиком технологий, производя синтетику, звездолеты и компьютеры для широкого круга промышленных и коммерческих клиентов, что сделало ее известной в народе. Компания также имела множество непроизводственных интересов; она обладала обширными активами в области межпланетных перевозок и транспорта, а также управляла человеческими колониями за пределами Солнечной системы через Управление внесолнечной колонизации. Компания также занимала место в наблюдательном совете Комиссии по межзвездной торговле, которая ей принадлежала, хотя сама организация якобы была независимой. Главные офисы «Вейланд-Ютани» располагались в Лондоне, Токио, Сан-Франциско, Море Спокойствия на Луне и на Тедусе.«Вейланд-Ютани» постоянно изображается как проявление худших сторон корпоративной наживы, готовой пожертвовать порядочностью и жизнью в бесконечной погоне за денежной прибылью. Как таковая, она является современным примером давнего тропа злой мегакорпорации в научной фантастике. В различных образах вселенной «Чужого» компания «Вейланд-Ютани» причастна ко всем аспектам космической колонизации и исследований. Компания постоянно подталкивает своих сотрудников и агентов к получению живых образцов вида, который они обозначают как Ксеноморф XX121, часто не обращая внимания на жизни всех, кто участвует в этих попытках, чтобы использовать существ в качестве биологического оружия или иным образом для получения финансовой выгоды. По словам сотрудника «Вейланд-Ютани» Карла Бишопа Вейланда, одна из главных целей компании при захвате Ксеноморфов и создании оружия из их биологии заключается в том, чтобы человечество оставалось элитным видом во Вселенной, и не только из-за прибыли."
ИИ без иллюзий. Развенчивание мифов,https://habr.com/ru/articles/850252/,"В своем подкасте я грозился сам почитать статью GSM-Symbolic: Understanding the Limitations of Mathematical Reasoning in Large Language Models ученых из Apple и разобраться. Почитал. Разобрался. Забавная статья. Забавная не по содержанию, а по выводам, которые можно сделать, если читать между строк и выйти за границы статьи."
Анализ CVE-2024-43044 — от чтения файлов до удаленного выполнения кода в Jenkins через агентов,https://habr.com/ru/articles/850248/,"Jenkins — это широко используемый инструмент для автоматизации задач, таких как сборка, тестирование и развёртывание программного обеспечения. Он является важной частью процесса разработки во многих организациях. Если злоумышленник получает доступ к серверу Jenkins, это может привести к серьёзным последствиям, таким как кража учетных данных, манипуляции с кодом или даже срыв процессов развёртывания. Доступ к Jenkins предоставляет злоумышленнику возможность вмешаться в программный конвейер, что может привести к хаосу в процессе разработки и компрометации конфиденциальных данных.В этой статье мы рассмотрим консультативное заключение по уязвимости CVE-2024-43044, которая представляет собой уязвимость, связанную с произвольным чтением файлов в Jenkins. Мы покажем, как можно использовать эту уязвимость для эскалации привилегий с целью достижения удалённого выполнения кода (RCE) на контроллере Jenkins при захвате агента Jenkins.Обзор архитектуры JenkinsАрхитектура Jenkins основана на модели ""контроллер-агенты"", где контроллер Jenkins является основным узлом в установке Jenkins. Контроллер управляет агентами Jenkins и координирует их работу, включая планирование задач на агентах и мониторинг их состояния [3]. Взаимодействие между контроллером и агентами может происходить через Inbound-соединение (ранее известное как ""JNLP"") или SSH."
Использование systemd со Swift приложением,https://habr.com/ru/articles/850240/,"Все приложения на сервере необходимо запускать под управлением какого-либо демона. Возможно, вы уже используете supervisord или systemd.Эта статья покажет, как упростить вашу жизнь при помощи systemd, интегрировав его напрямую в ваше приложение через SPM-плагин.Для начала давайте посмотрим, как мы обычно работаем с systemd и что нужно проделать для его настройки на работу с нашим приложением."
"Postgres, как настроить запросы между разными БД",https://habr.com/ru/articles/850236/,"Всем привет. На днях пришлось вспомнить магию Postgres, задача была решена, по результатам написал инструкцию в корпоративную базу знаний, что бы в следующий раз не тратить время на ""воспоминания"". Решил поделиться.Ниже речь будет идти о чтении данных одной БД из другой БД. В частности я решал такую проблему:В нашей Системе данные о пользователях записаны в одной БД, а данные об их торгах в другой, без дополнительных настроек Postgres не позволяет использовать в одном запросе данные из разных БД.То есть запрос вида:select a.id from auth.public.user a join trade.public.tenders t on a.id = t.user_id;Вызовет ошибку ""[0A000] ERROR: cross-database references are not implemented"".Что делать ?"
"Название имеет значение: как отладить Blazor WebAssembly приложение, переименовав браузер",https://habr.com/ru/articles/850234/,"У нашей команды появилась необходимость отлаживать Blazor WebAssembly приложения в Яндекс.Браузере. Но возникла проблема: Visual Studio упорно не хотел вставать на точки останова. Таких проблем не было ни с Edge, ни с Chrome, хотя все три браузера основаны на Chromium. Полез разбираться, как и что там происходит, хотя в успех особо не верил."
Как найти своего идеального QA и отсеять жертв инфоцыганских курсов,https://habr.com/ru/articles/850230/,"За прошедшие два года работы на фрилансе мне довелось пройти множество собеседований в качестве кандидата, а также проинтервьюировать достаточно людей на свои два пет-проекта и в команду на текущую работу. И по моим личным ощущениям – 99,99% типовых технических собеседований на тестировщика НЕ РЕШАЮТ поставленную задачу: нанять компетентного человека на проект, который сработается с командой и останется надолго. Знание определений и типов тестирования, как и тестовые задания, не могут дать ответов на вопросы: •  как человек сможет вписаться в команду? •  насколько он исполнителен, ответственен и внимателен к деталям?•  совпадает ли его темп и режим работы с принятыми у нас?•  действительно ли он обладает навыками и компетенциями, заявленными в CV?"
Стимуляция блуждающего нерва и режим сенсорной сверхобучаемости,https://habr.com/ru/articles/850226/,"Не секрет, что музыкант может практиковаться, чтобы четко различать высоту звучания, или гонщик Формулы 1 практикуется, чтобы прокачать скорость реакции. Фактически, все млекопитающие способны прокачивать слух, зрение и другие чувства с помощью практики. Этот процесс известен как перцептивное обучение. И это обучение можно «разогнать» через активацию главного нерва, который соединяет мозг почти с каждым органом в теле. Первым повезло аугментироваться, как всегда, мышам."
История одного модального окна или переходим с UIKit на SwiftUI. Часть 1,https://habr.com/ru/articles/848972/,"Всем добрый день. Хочу поделиться с вами проблемами постепенного внедрения SwiftUI в приложение, полностью написанное на UIKit, а так же моими вариантами их решения."
Всё своё ношу с собой. Мои простые правила организации личной базы знаний,https://habr.com/ru/articles/847816/,"Помните те времена, когда Интернет был маленьким, модемы — медленными, а провайдеры — жадными? Мы сохраняли всё полезное у себя на винчестерах, героически пытаясь вместить всё нужное в скромный объём дискового пространства. Раньше это был единственный способ обеспечить себе быстрый и эффективный доступ к информации.А потом высокоскоростной Интернет нас избаловал — мы перестали скачивать файлы и формировать свои собственные локальные библиотеки знаний и контента. Теперь всё лежит на сайтах и в облаках. Зачем что-то скачивать, если всё это моментально доступно по одному клику?Но, похоже, настало время вернуться к истокам. Всё чаще оказывается, что нужный контент становится недоступным или меняется до неузнаваемости..."
Все ваши секреты принадлежат нам*,https://habr.com/ru/articles/850212/,"Мы наконец-то отправляемся к самому интригующему и неизведанному рубежу Солнечной системы.Если вы ждали настоящей исследовательской миссии в неизведанное, то вот она. 09.10.2024, Эрик Бергер, arstechnica.com"
"Учёные заявляют, что Китай может обнаружить стелс-самолёты F-22, F-35 с помощью спутниковой сети Starlink",https://habr.com/ru/articles/850210/,"Китай уже давно выражает обеспокоенность тем, что Соединённые Штаты могут использовать спутниковую сеть Starlink компании Space X в случае возможной непредвиденной ситуации в регионе. Однако в своём последнем эксперименте учёные продемонстрировали, что Китай может использовать Starlink в своих интересах, успешно обнаружив стелс-самолёт с помощью спутников Starlink.В рамках эксперимента группа запустила беспилотник DJI Phantom 4 Pro у побережья Гуандуна. Дрон был размером примерно с птицу и имел эффективную поверхность рассеивания как у стелс-истребителя.Несмотря на его скрытность, цель неожиданно появилась на экране, хотя наземный радар не излучал никаких радиоволн, которые могли бы привести к эху. Учёные объяснили, что это стало возможным благодаря тому, что беспилотник облучался электромагнитным излучением спутника Starlink, проходящего над Филиппинами."
Что ждёт IT-отрасль в будущем? Рассказал ректор РосНОУ Владимир Зернов,https://habr.com/ru/articles/850202/,"Этому вопросу была посвящена пресс-конференция компании РУССОФТ, которая прошла на днях в пресс-центре «Россия сегодня». Спикеры обсуждали текущее положение дел, тренды и возможности развития в последующие годы. Если обобщить и подытожить всё самое важное, сказанное там, сформируется следующая картина грядущего."
Как Generative AI может помочь в подготовке к собеседованию для ИТ специалистов,https://habr.com/ru/articles/850194/,"В последнее время я достаточно большое количество времени стал уделять генеративному искусственному интеллекту и возможностям его применения в различных аспектах обучения.В целом на тему ИИ можно много холеварить, но в этой статье я хотел бы поделиться с вами моим новым проектом в сфере ИИ для проведения собеседований и немного погрузить вас в технические аспекты реализации голосового интервьюера."
Попробуйте Tauri,https://habr.com/ru/articles/850192/,"Хочу рассказать про один из моих любимых Opensource проектов: Tauri. Это среда для создания десктопно-мобильных приложений на JavaScript, но быстрых и легковесных. С опциональными дополнениями на Rust, а через него и на всех других языках."
